"id","name","weapon_no","passive_id","card_cost","restriction","image","caption","weapon_type","material_use_cnt","material_add_param","material_exp","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
269,"余焔のカード",269,151,1,,"item_g_a005.swf","攻撃フェイズ開始時、ターン中に使用した剣カードを1枚墓地から引く。(フレーバー未定)",0,0,0,0,,,,,"余焰的卡片","余焰的卡片",,,,,,"攻击阶段开始时，从墓地抽取一张本回合内使用过的剑卡。","攻擊階段開始時，從墓地抽取一張本回合內使用過的劍卡。",,
5000,"オルタサイト ",0,,0,,"item_b_m000.swf","使用することで強化された武具を合成することが出来る鉱石 ",1,1,0,5,,"Mutated Mineral","Altersite",,"异化矿材","異化礦材",,,"Minerals for crafting fortified weapons","Minéral utilisé pour créer des armes solides.",,"可以使用在合成强化武器的矿石","可以使用在合成強化武器的礦石",,
5001,"聖なる刀身",0,,0,,"item_b_i000.swf","合成すると基本近接ATKを1上昇させる",1,10,0,15,,"Holy Broadsword","Lames sacrée",,"神圣刀身","神聖刀身",,,"Boosts short range attack by 1 when crafted","Vos attaques basiques de courte portée sont augmentées de 1.",,"合成之後基本近距攻击力上昇1","合成之後基本近距攻擊力上昇1",,
5002,"聖なるリング",0,,0,,"item_b_i010.swf","合成すると基本近接DEFを1上昇させる",1,10,0,15,,"Holy Ring","Anneau sacré",,"神圣戒指","神聖戒指",,,"Boosts basic short range defense by 1 when crafted","Votre défense basique à courte portée est augmentée de 1.",,"合成之後基本近距防御力上昇1","合成之後基本近距防禦力上昇1",,
5003,"聖なる弾頭",0,,0,,"item_b_i020.swf","合成すると基本遠隔ATKを1上昇させる",1,10,0,15,,"Holy Bullet","Ogive sacrée",,"神圣弹头","神聖彈頭",,,"Boosts basic long range attack by 1 when crafted","Vos attaques basiques de longue portée sont augmentées de 1.",,"合成之後基本远距攻击力上昇1","合成之後基本遠距攻擊力上昇1",,
5004,"聖なる腕輪",0,,0,,"item_b_i030.swf","合成すると基本遠隔DEFを1上昇させる",1,10,0,15,,"Holy Bracelet","Bracelet sacré",,"神圣手镯","神聖手鐲",,,"Boosts basic long range defense by 1 when crafted","Votre défense basique à courte portée est augmentée de 1.",,"合成之後基本远距防御力上昇1","合成之後基本遠距防禦力上昇1",,
5005,"魔の刀身",0,,0,,"item_b_i001.swf","近接攻撃の値を下げる代わりに別の値を上げる力がある刀",1,10,0,25,,"Blade of Evil","Lame maléfique",,"魔之刀身","魔之刀身",,,"A broadsword that reduces short range attack to boost other attributes","Une lame qui réduit l'efficacité des attaques à courte portée pour d'autres effets.",,"降低近距攻击值来提高其他数值的刀","降低近距攻擊值來提高其他數值的刀",,
5006,"魔のリング",0,,0,,"item_b_i011.swf","近接防御をの値を下げる代わりに別の値を上げる力があるリング",1,10,0,25,,"Ring of Evil","Anneau maléfique",,"魔之戒指","魔之戒指",,,"A ring that reduces short range defense to boost other attributes","Une bague qui réduit l'efficacité de la défense à courte portée pour d'autres effets.",,"降低近距防御值来提高其他数值的戒指","降低近距防禦值來提高其他數值的戒指",,
5007,"魔の弾頭",0,,0,,"item_b_i021.swf","遠距離攻撃の値を下げる代わりに別の値を上げる力がある弾頭",1,10,0,25,,"Bullet of Evil","Ogive maléfique",,"魔之弹头","魔之彈頭",,,"A bullet that reduces long range attack to boost other attributes","Une balle qui réduit l'efficacité des attaques de longue portée pour d'autres effets.",,"降低远距攻击值来提高其他数值的弹头","降低遠距攻擊值來提高其他數值的彈頭",,
5008,"魔の腕輪",0,,0,,"item_b_i031.swf","遠距離防御の値を下げる代わりに別の値を上げる力がある腕輪",1,10,0,25,,"Bracelet of Evil","Bracelet maléfique",,"魔之手镯","魔之手鐲",,,"A bracelet that reduces long range defense to boost other attributes","Un bracelet qui réduit l'efficacité de la défense de longue portée pour d'autres effets.",,"降低远距防御值来提高其他数值的手镯","降低遠距防禦值來提高其他數值的手鐲",,
5009,"アタックサイト",0,,0,,"item_b_i040.swf","近接攻撃の値を上げる赤い結晶",1,10,16777216,5,,"Attack Mineral","Attack Site",,"强攻矿材","強攻礦材",,,"A red crystal that boosts short range attacks","Un cristal rouge qui améliore les attaques à courte portée.",,"提高近距攻击值的红色结晶","提高近距攻擊值的紅色結晶",,
5010,"ディフェンスサイト",0,,0,,"item_b_i050.swf","近接防御の値を上げる青い結晶",1,10,65536,5,,"Defense Mineral","Defense Site",,"强防矿材","強防礦材",,,"A blue crystal that boosts short range defense","Un cristal bleu qui améliore la défense à courte portée.",,"提高近距防御值的蓝色结晶","提高近距防禦值的藍色結晶",,
5011,"アサルトニウム",0,,0,,"item_b_i060.swf","遠距離攻撃の値を上げる緑の結晶",1,10,256,5,,"Assault Alloy","Assaultnium",,"突击合金","突擊合金",,,"A green crystal that boosts long range attacks","Un cristal vert qui améliore les attaques de longue portée.",,"提高远距攻击值的绿色结晶","提高遠距攻擊值的綠色結晶",,
5012,"プロテクニウム",0,,0,,"item_b_i070.swf","遠距離防御の値を上げる紫の結晶",1,10,1,5,,"Protective Alloy","Protectnium",,"防护合金","防護合金",,,"A purple crystal that boosts long range defense","Un cristal violet qui améliore la défense de longue portée.",,"提高远距防御值的紫色结晶","提高遠距防禦值的紫色結晶",,
5013,"人狼の爪",0,,0,,"item_b_i041.swf","合成すると対魔近接ATKを4～6上昇させる",1,10,67108864,10,,"Wolfman Claws","Griffe de Loup-garou",,"人狼的爪","人狼的爪",,,"Boosts short range attacks to monsters by 4~6 when crafted","Améliore les attaques à courte portée de 4 à 6 contre les monstres.",,"合成之後对魔近距攻击力上昇4～6","合成之後對魔近距攻擊力上昇4～6",,
5014,"人狼の皮",0,,0,,"item_b_i051.swf","合成すると対魔近接DEFを4～6上昇させる",1,10,262144,10,,"Wolfman Hide","Peau de Loup-garou",,"人狼的皮","人狼的皮",,,"Boosts short range defense from monsters by 4~6 when crafted","Améliore la défense à courte portée de 4 à 6 contre les monstres.",,"合成之後对魔近距防御力上昇4～6","合成之後對魔近距防禦力上昇4～6",,
5015,"人狼の目",0,,0,,"item_b_i061.swf","合成すると対魔遠隔ATKを4～6上昇させる",1,10,1024,10,,"Wolfman Eyes","Œil de Loup-garou",,"人狼的眼","人狼的眼",,,"Boosts long range attacks to monsters by 4~6 when crafted","Améliore les attaques de longue portée de 4 à 6 contre les monstres.",,"合成之後对魔远距攻击力上昇4～6","合成之後對魔遠距攻擊力上昇4～6",,
5016,"人狼の骨",0,,0,,"item_b_i071.swf","合成すると対魔遠隔DEFを4～6上昇させる",1,10,4,10,,"Wolfman Bones","Os de Loup-garou",,"人狼的骨","人狼的骨",,,"Boosts long range defense from monsters by 4~6 when crafted","Améliore la défense de longue portée de 4 à 6 contre les monstres.",,"合成之後对魔远距防御力上昇4～6","合成之後對魔遠距防禦力上昇4～6",,
5017,"竜の爪",0,,0,,"item_b_i042.swf","合成すると対魔近接ATKを7～10上昇させる",1,10,117440512,15,,"Dragon Claws","Griffe de Dragon",,"龙之爪","龍之爪",,,"Boosts short range attacks to monsters by 7~10 when crafted","Améliore les attaques à courte portée de 7 à 10 contre les monstres.",,"合成之後对魔近距攻击力上昇7～10","合成之後對魔近距攻擊力上昇7～10",,
5018,"竜の皮",0,,0,,"item_b_i052.swf","合成すると対魔近接DEFを7～10上昇させる",1,10,458752,15,,"Dragon Hide","Peau de Dragon",,"龙之皮","龍之皮",,,"Boosts short range defense from monsters by 7~10 when crafted","Améliore la défense à courte portée de 7 à 10 contre les monstres.",,"合成之後对魔近距防御力上昇7～10","合成之後對魔近距防禦力上昇7～10",,
5019,"竜の目",0,,0,,"item_b_i062.swf","合成すると対魔遠隔ATKを7～10上昇させる",1,10,1792,15,,"Dragon Eyes","Œil de Dragon",,"龙之眼","龍之眼",,,"Boosts long range attacks to monsters by 7~10 when crafted","Améliore les attaques de longue portée de 7 à 10 contre les monstres.",,"合成之後对魔远距攻击力上昇7～10","合成之後對魔遠距攻擊力上昇7～10",,
5020,"竜の骨",0,,0,,"item_b_i072.swf","合成すると対魔遠隔DEFを7～10上昇させる",1,10,7,15,,"Dragon Bones","Os de Dragon",,"龙之骨","龍之骨",,,"Boosts long range defense from monsters by 7~10 when crafted","Améliore la défense de longue portée de 7 à 10 contre les monstres.",,"合成之後对魔远距防御力上昇7～10","合成之後對魔遠距防禦力上昇7～10",,
5021,"瑠璃の宝玉",0,,0,,"item_b_j000.swf","合成を行うと合成可能総合値が3に上昇する。",1,1,0,30,,"The Jade of Glass","Sphère de Jade",,"琉璃的宝玉","琉璃的寶玉",,,"Add 3 possible boosts to total attributes when crafted.","Augmente le total des possibles de 3 lors-qu'utilisé",,"合成之後合成可能总值提升至3。","合成之後合成可能總值提升至3。",,
5022,"精錬のコデックス",0,,0,,"item_b_j001.swf","合成を行うと合成可能総合値が4に上昇する。",1,1,0,30,,"Tome of Crafting","Codex forgé",,"精鍊的法典","精鍊的法典",,,"Add 4 possible boosts to total attributes when crafted.","Augmente le total des possibles de 4 lors-qu'utilisé",,"合成之後合成可能总值提升至4。","合成之後合成可能總值提升至4。",,
5023,"超精錬のコデックス",0,,0,,"item_b_j002.swf","合成を行うと合成可能総合値が5に上昇する。",1,1,0,30,,"Super Tome of Crafting","Codex surforgé",,"超精鍊的法典","超精鍊的法典",,,"Add 5 possible boosts to total attributes when crafted.","Augmente le total des possibles de 5 lors-qu'utilisé",,"合成之後合成可能总值提升至5。","合成之後合成可能總值提升至5。",,
5024,"鉄の妖精のレリーフ",0,,0,,"item_b_n000.swf","小量の経験値を得られる",1,10,0,10,,"Iron Fairy Relief","Gravure de fée en acier",,"铁之妖精的浮雕","鐵之妖精的浮雕",,,"Contains a small amount of EXP","Contient une petite quantité d'EXP.",,"可获得少量的经验值","可獲得少量的經驗值",,
5025,"銅の妖精のレリーフ",0,,0,,"item_b_n001.swf","大量の経験値を得られる",1,10,0,30,,"Copper Fairy Relief","Gravure de fée en bronze",,"铜之妖精的浮雕","銅之妖精的浮雕",,,"Contains a large amount of EXP","Contient une grande quantité d'EXP.",,"可获得大量的经验值","可獲得大量的經驗值",,
5026,"銀の妖精のレリーフ",0,,0,,"item_b_n002.swf","豊富な経験値を得られる",1,10,0,100,,"Silver Fairy Relief","Gravure de fée en argent",,"银之妖精的浮雕","銀之妖精的浮雕",,,"Contains a good amount of EXP","Contient une quantité non négligeable d'EXP.",,"可获得丰富的经验值","可獲得豐富的經驗值",,
5027,"経験値素材4",0,,0,,"item_b_n002.swf","潤沢な経験値を得られる",1,10,0,250,,"EXP material 4","Matériel EXP 4",,"经验值素材4","經驗值素材4",,,"Contains a wealthy amount of EXP","Contient une importante quantité d'EXP.",,"可获得丰润的经验值","可獲得豐潤的經驗值",,
5028,"経験値素材5",0,,0,,"item_b_n002.swf","膨大な経験値を得られる",1,10,0,500,,"EXP material 5","Matériel EXP 5",,"经验值素材5","經驗值素材5",,,"Contains a great amount of EXP","Contient beaucoup d'EXP.",,"可获得庞大的经验值","可獲得龐大的經驗值",,
5029,"経験値素材6",0,,0,,"item_b_n002.swf","絶大な経験値を得られる",1,10,0,1000,,"EXP material 6","Matériel EXP 6",,"经验值素材6","經驗值素材6",,,"Contains an enormous amount of EXP","Contient énormément d'EXP.",,"可获得巨大的经验值","可獲得巨大的經驗值",,
6000,"ピエリスクレスト",0,,0,,"item_b_k000.swf","美神のクレスト。合成を行うと専用強化武器となる",1,1,0,10,,"Crest of Pieris","Crête de Pieris",,"佩莉丝纹章","佩莉絲紋章",,,"God of Beauty Crest. Turns into a special fortified weapon when crafted","Crête de la Déesse de la Beauté. Se transforme en une arme blindée lors-qu'utilisée",,"美神的纹章。合成之後变成专用强化武器","美神的紋章。合成之後變成專用強化武器",,
6001,"マルスクレスト",0,,0,,"item_b_k001.swf","戦神のクレスト。合成を行うと専用強化武器となる",1,1,0,10,,"Crest of Mars","Crête de Mars",,"玛尔斯纹章","瑪爾斯紋章",,,"God of War Crest. Turns into a special fortified weapon when crafted","Crête de la Déesse de la Guerre. Se transforme en arme blindée lors-qu'utilisée",,"战神的纹章。合成之後变成专用强化武器","戰神的紋章。合成之後變成專用強化武器",,
6002,"クロリスクレスト",0,,0,,"item_b_k002.swf","豊穣のクレスト。合成を行うと専用強化武器となる",1,1,0,10,,"Crest of Flora","Crête de Flora",,"刻瑞斯纹章","刻瑞斯紋章",,,"Crest of Harvest. Turns into a special fortified weapon when crafted","Crête de la Déesse de la Récolte. Se transforme en arme blindée lors-qu'utilisée",,"丰收的纹章。合成之後变成专用强化武器","豐收的紋章。合成之後變成專用強化武器",,
6003,"ハウメアクレスト",0,,0,,"item_b_k003.swf","神樹のクレスト。合成を行うと専用強化武器となる",1,1,0,10,,"Crest of Haumea","Crête de Haumea",,"哈乌美亚纹章","哈烏美亞紋章",,,"Holy Tree Crest. Turns into a special fortified weapon when crafted","Crête de l'Arbre Sacré. Se transforme en arme blindée lors-qu'utilisée",,"神树的纹章。合成之後变成专用强化武器","神樹的紋章。合成之後變成專用強化武器",,
6004,"イヴリンクレスト",0,,0,,"item_b_k138.swf","イヴリンのクレスト。合成を行うとイヴリン専用強化武器となる",1,1,0,10,,,,,"伊芙琳纹章","伊芙琳紋章",,,,,,"伊芙琳的纹章。合成之后变成伊芙琳专用强化武器。","伊芙琳的紋章。合成之後變成伊芙琳專用強化武器。",,
6005,"ヴォランドクレスト",0,,0,,"item_b_k135.swf","ヴォランドのクレスト。合成を行うとヴォランド専用強化武器となる",1,1,0,10,,,,,"沃兰德纹章","沃蘭德紋章",,,,,,"沃兰德的纹章。合成之后变成沃兰德专用强化武器。","沃蘭德的紋章。合成之後變成沃蘭德專用強化武器。",,
7000,"赤死獣の爪",0,,0,,"item_b_l000.swf","合成を行うと一時的な強化パッシブがつく",1,1,0,15,,"Claws of The Red Death","Griffe du Démon rouge aux morts",,"赤死兽的爪","赤死獸的爪",,,"Adds temporary passive abilities when crafted","Ajoute des capacités passives temporaires lors-qu'utilisé",,"合成之後暂时附加强化被动技","合成之後暫時附加強化被動技",,
7001,"玄帝の甲羅",0,,0,,"item_b_l001.swf","合成を行うと一時的な強化パッシブがつく",1,1,0,15,,"Carapace of The Avalanche","Carapace d'hiver",,"玄帝的甲罗","玄帝的甲羅",,,"Adds temporary passive abilities when crafted","Ajoute des capacités passives temporaires lors-qu'utilisé",,"合成之後暂时附加强化被动技","合成之後暫時附加強化被動技",,
7002,"妖蛆の肝",0,,0,,"item_b_l002.swf","合成を行うと一時的な強化パッシブがつく",1,1,0,15,,"Maggot Liver","Foie de reptile",,"妖蛆的肝","妖蛆的肝",,,"Adds temporary passive abilities when crafted","Ajoute des capacités passives temporaires lors-qu'utilisé",,"合成之後暂时附加强化被动技","合成之後暫時附加強化被動技",,
7003,"深遠なるもの玉",0,,0,,"item_b_l003.swf","合成を行うと一時的な強化パッシブがつく",1,1,0,15,,"Jade of The Wise","Sphère des profondeurs",,"深远者的玉","深遠者的玉",,,"Adds temporary passive abilities when crafted","Ajoute des capacités passives temporaires lors-qu'utilisé",,"合成之後暂时附加强化被动技","合成之後暫時附加強化被動技",,
7004,"火打ち石",0,,0,,"item_b_l100.swf","Lv10以上の合成武器に使用可能。一時的にカカオの精霊系へ有効なパッシブスキルが付く（イベント終了後に消失します）",1,1,0,15,,"Fire-starting stone","Silex",,"打火石","打火石",,,"Can be combined with Lv10 and above weapons. Grant passive skills to Cocoa fruit fairies during the event(Passive skills will not be available after event ends)","Utilisable en combinaison d'une autre arme de niveau Lv10 ou plus. S'y ajoute une capacité passive en plus face à un Monstre de cacao (disparaît à la fin de l'Événement).",,"可以与Lv10以上的合成武器合成。活动期间中对可可果精灵系列有附加被动技能。（活动结束後，被动技能会消失）","可以與Lv10以上的合成武器合成。活動期間中對可可果精靈系列有附加被動技能。（活動結束後，被動技能會消失）",,
7005,"銅鑼",0,,0,,"item_b_l101.swf","Lv3以上の合成武器に使用可能。一時的に龍魚系へ有効なパッシブスキルが付く（イベント終了後に消失します）",1,1,0,15,,,,,"铜锣","銅鑼",,,,,,"可以与Lv3以上的武器合成。对上龙鱼类会暂时发挥出有用的被动技能。(活动结束後消失)","可以與Lv3以上的武器合成。對上龍魚類會暫時發揮出有用的被動技能。(活動結束後消失)",,
9000,"強化近装",0,,1,,"item_b_y031.swf","他の素材と組み合わせることで如何様にも変化する近接装備",2,10,0,20,,"Fortified Short Range Set","Arme de courte portée",,"强化近装","強化近裝",,,"Short range equipment that can be modified when paired with another materials","Équipement de courte portée qui peut être modifié lors-qu'utilisé avec d'autres armes.",,"跟其他素材组合会产生变化的近距离装备","跟其他素材組合會產生變化的近距離裝備",,
9001,"強化遠装",0,,1,,"item_b_y041.swf","他の素材と組み合わせることで如何様にも変化する遠距離装備",2,10,0,20,,"Fortified Long Range Set","Arme de longue portée",,"强化远装","強化遠裝",,,"Long range equipment that can be modified when paired with another materials","Équipement de longue portée qui peut être modifié lors-qu'utilisé avec d'autres armes.",,"跟其他素材组合会产生变化的远距离装备","跟其他素材組合會產生變化的遠距離裝備",,
9002,"強化銃剣",0,,1,,"item_b_y051.swf","他の素材と組み合わせることで如何様にも変化する銃剣",2,10,0,20,,"Fortified Weapons ","Fusil renforcé",,"强化枪剑","強化槍劍",,,"Weapons that will be modified when paired with another materials","Arme qui se modifie lors-qu'utilisée avec d'autres armes.",,"跟其他素材组合会产生变化的枪剑","跟其他素材組合會產生變化的槍劍",,
9003,"強化リング",0,,1,,"item_b_y021.swf","他の素材と組み合わせることで如何様にも変化するリング",2,10,0,20,,"Fortified Ring","Anneau de puissance",,"强化戒指","強化戒指",,,"Rings that will be modified when paired with another materials","Bague qui se transforme lors-qu'utilisée avec d'autres accessoires.",,"跟其他素材组合会产生变化的戒指","跟其他素材組合會產生變化的戒指",,
9004,"強化チップ",0,,1,,"item_b_y011.swf","他の素材と組み合わせることで如何様にも変化する弾薬",2,10,0,20,,"Fortified Ammo","Éclat de puissance",,"强化弹药","強化彈藥",,,"Ammo that will be modified when paired with another materials","Munition qui se transforme lors-qu'utilisée avec d'autres accessoires.",,"跟其他素材组合会产生变化的弹药","跟其他素材組合會產生變化的彈藥",,
9005,"強化ナイフ",0,,1,,"item_b_y001.swf","他の素材と組み合わせることで如何様にも変化するナイフ",2,10,0,20,,"Fortified Daggers","Couteau de puissance",,"强化匕首","強化匕首",,,"Daggers that will be modified when paired with another materials","Dague qui se transforme lors-qu'utilisée avec d'autres accessoires",,"跟其他素材组合会产生变化的匕首","跟其他素材組合會產生變化的匕首",,
10000,"トライアンフソーン",0,41,1,1,"item_b_z001.swf","征服者の威厳を現す、儀式用の長剣",2,10,0,30,,"Triumph Thorn","Triumph Thorn",,"凯旋之棘","凱旋之棘",,,"A solemn, ceremonial Longsword","Une longue épée de cérémonial.",,"展现出征服者威严的仪式用长剑","展現出征服者威嚴的儀式用長劍",,
10001,"エアフォルク",0,42,1,2,"item_b_z002.swf","手にした者を成功に導くとされる黒い剣",2,10,0,30,,"Achievements","Air Folk",,"成就","成就",,,"Lead the bearer to the Black Sword of Victory","Sombre épée qui mène son propriétaire sur le chemin de la Victoire.",,"会将持有者引向成功的黑剑","會將持有者引向成功的黑劍",,
10002,"ノワール・ロワ",0,43,1,3,"item_b_z003.swf","強大な力を振るう王のために作られた大剣",2,10,0,30,,"Black King","Roi Noir",,"黑之王","黑之王",,,"A great sword forged for powerful kings","Épée forgée pour de puissants rois.",,"为了拥有强大力量的王所製造的大剑","為了擁有強大力量的王所製造的大劍",,
10003,"十ノ握剣",0,44,1,4,"item_b_z004.swf","海を割ることさえ可能といわれた伝説の武具を模して作られた刀",2,10,0,30,,"Totsuka-no-Tsurugi","Dix Lames",,"十握剑","十握劍",,,"Replica of an earth-shattering legendary sword","Réplique d'une épée légendaire.",,"仿造据说连大海都能劈开的传说武具之刀","仿造據說連大海都能劈開的傳說武具之刀",,
10004,"タミン・サリ",0,45,1,5,"item_b_z005.swf","無敗を誇る異国の戦士の名がつけられた短剣",2,10,0,30,,"Taming Sari","Taming Sari",,"塔敏莎利","塔敏莎利",,,"A knife named after an unbeatable warrior from a foreign land.","Lame nommée après un soldat invaincu d'une terre lointaine.",,"以无败而广闻名的异国战士之名命名的短剑","以無敗而廣聞名的異國戰士之名命名的短劍",,
10005,"異端の書",0,46,1,6,"item_b_z006.swf","外法とされる理が記された外道の書",2,10,0,30,,"Book of the Cult","Livre Hérétique",,"异端之书","異端之書",,,"A book with records of alleged cults","Ouvrage recensant des cultes souterrains.",,"记载了被认为是邪门歪道的异端之书","記載了被認為是邪門歪道的異端之書",,
10006,"彼方の指輪",0,47,1,7,"item_b_z007.swf","古より伝わる異界への扉を開くとされる指輪",2,10,0,30,,"Ring of the Shores","Anneau lointain",,"彼岸的戒指","彼岸的戒指",,,"A ring long believed to be able to open the door to the netherworld","Bague qui aurait le pouvoir d'ouvrir des portes sur d'autres mondes.",,"自古流传下来被认为是可以开启通往异界之门的戒指","自古流傳下來被認為是可以開啟通往異界之門的戒指",,
10007,"シューティングスター",0,48,1,8,"item_b_z008.swf","超長距離からの狙撃でも確実に標的に当てる狙撃銃",2,10,0,30,,"Shooting Star","Shooting star",,"殒星","殞星",,,"A sniper rifle accurate at extra-long range","Fusil précis pouvant tirer à très longue distance.",,"就算是从超长距离狙击都能确实击中目标的狙击枪","就算是從超長距離狙擊都能確實擊中目標的狙擊槍",,
10008,"鬼神の面",0,49,1,9,"item_b_z009.swf","鬼神が宿ったような形相をした面",2,10,0,30,,"Mask of Yomi","Visage du dieu farouche",,"鬼神的面具","鬼神的面具",,,"A mask bearing the face of death","Masque représentant le visage de la Mort.",,"就好像有鬼神寄生般相貌的面具","就好像有鬼神寄生般相貌的面具",,
10009,"光の鎖",0,50,1,10,"item_b_z010.swf","高位の協定審問官に与えられる、太陽の加護を受けた鎖剣",2,10,0,30,,"Lock of the Light","Bouclier de lumière",,"光之锁","光之鎖",,,"A sun-protected sword given by senior inquisitors","Épée protégée des rayons du soleil, cadeau de hauts Inquisiteurs.",,"高阶的协定审查官付予的，受过太阳加护的锁剑","高階的協定審查官付予的，受過太陽加護的鎖劍",,
10010,"堕落の首輪",0,51,1,11,"item_b_z011.swf","つけられた瞬間に自由意志を失い堕落すると伝わる首輪",2,10,0,30,,"Necklace of the Fallen","Parrure de dépravation",,"堕落的项圈","墮落的項圈",,,"According to legend, one will lose their sanity and succumb once putting it on.","Selon la légende, tout être portant ce collier perdrait la raison et succomberait au maléfice.",,"传说只要装上的瞬间就会失去自由意志并堕落的项圈","傳說只要裝上的瞬間就會失去自由意志並墮落的項圈",,
10011,"ノーブルスタッフ",0,52,1,12,"item_b_z012.swf","高貴な者に与えられる聖なる力を持つ杖",2,10,0,30,,"Noble Stick","Noble stick",,"高尚权杖","高尚權杖",,,"A holy staff bestowed by the Royals","Bâton sacré appartenant à la Noblesse.",,"高贵之者授予的，带有神圣力量的杖","高貴之者授予的，帶有神聖力量的杖",,
10012,"デュランダル",0,53,1,13,"item_b_z013.swf","天の加護により、不滅の力を得た聖剣",2,10,0,30,,"Durendal","Durandal",,"迪朗达尔","迪朗達爾",,,"An indestructible sword protected by the heavens","Épée protégée par les Cieux.",,"受到天之加护，得到不灭之力的圣剑","受到天之加護，得到不滅之力的聖劍",,
10013,"フギン・ムニン",0,54,1,14,"item_b_z014.swf","持ち主の戦闘経験を取り込み、成長し続ける双剣",2,10,0,30,,"Hugin and Munin","Hugin and Munin",,"福金雾尼","福金霧尼",,,"A double sword that absorbs the bearer's experience to make itself stronger","Double lame capable de s'imprégner des expériences de son propriétaire pour se renforcer.",,"吸取持有者的战鬥经验，持续成长的双剑","吸取持有者的戰鬥經驗，持續成長的雙劍",,
10014,"グリーディストーン",0,55,1,15,"item_b_z015.swf","貪欲なまでに知識を求める者の前にだけ現れる奇石",2,10,0,30,,"Greedy Stone","Greedy stone",,"贪婪之石","貪婪之石",,,"A magic stone that can only be seen by those hunger for knowledge.","Pierre magique qui ne peut être vue que par ceux qui ont soif de savoir.",,"只会出现在贪求知识者面前的奇石。","只會出現在貪求知識者面前的奇石。",,
10015,"ハンガーサイス",0,56,1,16,"item_b_z016.swf","血に餓えた悪霊の宿った鎌。持つと殺戮の衝動に駆られるようになる",2,10,0,30,,"Hunger Scythe","Hunger Scythe",,"饑血死镰","饑血死鐮",,,"A curved blade that is possessed by the blood devils, instilling the bearer an urge to kill","Épée courbée possédée par des démons assoiffés de sang, instillant à son propriétaire le désir de tuer.",,"寄宿了渴求鲜血恶灵的镰刃，持有的话就会被杀戮的衝动给驱使","寄宿了渴求鮮血惡靈的鐮刃，持有的話就會被殺戮的衝動給驅使",,
10016,"獣の裂爪",0,57,1,17,"item_b_z017.swf","鋼鉄をも切り裂く獣の爪で作られた戦爪",2,10,0,30,,"Broken Claws of the Beast","Griffes acérées de démon",,"兽之裂爪","獸之裂爪",,,"Battle claws made from steel-like beast claws","Griffes de combat faites d'acier.",,"用能切裂钢铁的兽爪来製作的战爪","用能切裂鋼鐵的獸爪來製作的戰爪",,
10017,"屍食鬼の旗",0,58,1,18,"item_b_z018.swf","屍を先導し操ることが可能になる呪われた旗",2,10,0,30,,"Standard of the Ghouls","Drapeau du démon dévoreur de cadavres",,"食尸鬼战旗","食屍鬼戰旗",,,"Standard capable of summoning and controlling corpses","Étendard capable de rassembler et contrôler les morts.",,"可以引导并操控死尸的诅咒战旗","可以引導並操控死屍的詛咒戰旗",,
10018,"真理の鍵",0,59,1,19,"item_b_z019.swf","真理の扉をこじ開け、膨大な知識を授かることが出来る鍵",2,10,0,30,,"Key of Truth","Clé de la Vérité",,"真理之钥","真理之鑰",,,"A key to the open the door of truth","Clé permettant d'ouvrir la porte de la Vérité.",,"能够打开真理之门，获取膨大知识的钥匙","能夠打開真理之門，獲取膨大知識的鑰匙",,
10019,"突撃火器",0,60,1,20,"item_b_z020.swf","突撃に特化して創られた装甲兵専用の重火器",2,10,0,30,,"Heavy Assault Rifle","Arme à feu",,"突击重枪械","突擊重槍械",,,"A heavy assault rifle used by armored troops","Arme à feu lourde utilisée par les troupes blindées.",,"装甲兵专用的突击特化型重枪械","裝甲兵專用的突擊特化型重槍械",,
10020,"激運のチップ",0,61,1,21,"item_b_z021.swf","幸運の女神の祝福を受けたチップ",2,10,0,30,,"The Lucky Chip","Éclat violent",,"激运的筹码","激運的籌碼",,,"A chip blessed by the Goddess of Luck","Éclat béni par la Déesse de la Chance.",,"受到幸运女神祝福的筹码","受到幸運女神祝福的籌碼",,
10021,"滅却の棘線",0,62,1,22,"item_b_z022.swf","主人に歯向かうものに滅びを与えるワイアー",2,10,0,30,,"The Killing Barbed Wire","Épines de la destruction",,"灭却的棘线","滅卻的棘線",,,"A barbed wire for removing anything that opposes the Msster","Barbelé permettant de se débarrasser de quiconque s'opposerait au Maître.",,"将反抗主人的一切毁灭的钢丝","將反抗主人的一切毀滅的鋼絲",,
10022,"妖魔の義肢",0,63,1,23,"item_b_z023.swf","特異な力を持つ生物を素体にして創られた義肢",2,10,0,30,,"Synthetic Limbs of the Devil","Prothèse de démon",,"妖魔的义肢","妖魔的義肢",,,"Synthetic limbs made from power-possessing organic materials","Limbes artificielles, créées grâce à une matière puissante.",,"以拥有特异力量的生物素体制成的义肢","以擁有特異力量的生物素體制成的義肢",,
10023,"プルガトリオ ",0,64,1,24,"item_b_z024.swf","特殊な技法で煉獄の炎を練りこまれた赤い剣",2,10,0,30,,"Purgatory","Purgatoire",,"炼狱","煉獄",,,"A red sword forged with special techniques","Lame rouge forgée selon une technique particulière.",,"以特殊技法不断锻鍊而成的红剑","以特殊技法不斷鍛鍊而成的紅劍",,
