"id","name","feat_no","pow","dice_attribute","effect_image","caption","condition","created_at","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
1402,"落花星",200,3,"physical","cutinmon1011_01_skl01.swf","[攻撃:__CONDITION__]ATK+5,相手を「自壊」（__POW__ターン）,相手が「自壊」の時、残りターンを3短縮|触れたものを滅ぼす種","S:S3+",,"Falling Star","Étoile aux pétales",,"落花星","落花星",,,"[攻撃:__CONDITION__]ATK+5, Make your opponent the [Disintegrate] for (__POW__Round). When they do, lessen 3 rounds of the remaining rounds.|A seed that destroys everything it touches.","[攻撃:__CONDITION__]ATK+5, vous infligez [Autodestruction] à votre adversaire (__POW__ tour(s)). Lorsque votre adversaire est en [Autodestruction], vous réduisez de 3 le nombre de tours restants.|Graine qui détruit tout ce qu'elle touche.",,"[攻撃:__CONDITION__]ATK+5,让对战对手得到“自坏”（__POW__回合）,对战对手“自坏”时、剩下的回合数缩短3回合|将碰触的一切毁灭掉的种子。","[攻撃:__CONDITION__]ATK+5,讓對戰對手得到「自壞」（__POW__回合）,對戰對手「自壞」時、剩下的回合數縮短3回合|將碰觸的一切毀滅掉的種子。",,
1403,"落花星",200,2,"physical","cutinmon1011_02_skl01.swf","[攻撃:__CONDITION__]ATK+5,相手を「自壊」（__POW__ターン）,相手が「自壊」の時、残りターンを3短縮|触れたものを滅ぼす種","S:S3+",,"Falling Star","Étoile aux pétale",,"落花星","落花星",,,"[攻撃:__CONDITION__]ATK+5, Make your opponent the [Disintegrate] for (__POW__Round). When they do, lessen 3 rounds of the remaining rounds.|A seed that destroys everything it touches.","[攻撃:__CONDITION__]ATK+5, vous infligez [Autodestruction] à votre adversaire (__POW__ tour(s)). Lorsque votre adversaire est en [Autodestruction], vous réduisez de 3 le nombre de tours restants.|Graine qui détruit tout ce qu'elle touche.",,"[攻撃:__CONDITION__]ATK+5,让对战对手得到“自坏”（__POW__回合）,对战对手“自坏”时、剩下的回合数缩短3回合|将碰触的一切毁灭掉的种子。","[攻撃:__CONDITION__]ATK+5,讓對戰對手得到「自壞」（__POW__回合）,對戰對手「自壞」時、剩下的回合數縮短3回合|將碰觸的一切毀滅掉的種子。",,
1404,"散華",106,4,"physical","cutinmon1011_00_skl02.swf","[攻撃:__CONDITION__]ATK+__POW__,相手が「呪縛」のとき「呪縛」の残りターン×1ダメージ|絡め取られし命","LM:A4+",,"Petal Toss","Mort glorieuse",,"散华","散華",,,"[攻撃:__CONDITION__]ATK+__POW__, When an opponent is constricted by the [Curse], damage dealt will be equal to the number of remaining rounds x1 constricted remains effective.|Constricts and drains health.","[攻撃:__CONDITION__]ATK+__POW__, lorsque votre adversaire subit [Malédiction], multipliez le nombre de tours de [Malédiction] restants par 1 dommage.|Vie entravée.",,"[攻撃:__CONDITION__]ATK+__POW__,当对战对手被上“咒缚”的时候,会受到“咒缚”的剩下回合数×1的伤害|缠上并夺去生命。","[攻撃:__CONDITION__]ATK+__POW__,當對戰對手被上「咒縛」的時候,會受到「咒縛」的剩下回合數×1的傷害|纏上並奪去生命。",,
1405,"散華",106,5,"physical","cutinmon1011_01_skl02.swf","[攻撃:__CONDITION__]ATK+__POW__,相手が「呪縛」のとき「呪縛」の残りターン×1ダメージ|絡め取られし命","LM:A3+",,"Petal Toss","Mort glorieuse",,"散华","散華",,,"[攻撃:__CONDITION__]ATK+__POW__, When an opponent is constricted by the [Curse], damage dealt will be equal to the number of remaining rounds x1 constricted remains effective.|Constricts and drains health.","[攻撃:__CONDITION__]ATK+__POW__, lorsque votre adversaire subit [Malédiction], multipliez le nombre de tours de [Malédiction] restants par 1 dommage.|Vie entravée.",,"[攻撃:__CONDITION__]ATK+__POW__,当对战对手被上“咒缚”的时候,会受到“咒缚”的剩下回合数×1的伤害|缠上并夺去生命。","[攻撃:__CONDITION__]ATK+__POW__,當對戰對手被上「咒縛」的時候,會受到「咒縛」的剩下回合數×1的傷害|纏上並奪去生命。",,
1406,"散華",106,9,"physical","cutinmon1011_02_skl02.swf","[攻撃:__CONDITION__]ATK+__POW__,相手が「呪縛」のとき「呪縛」の残りターン+1ダメージ|絡め取られし命","LM:A2+",,"Petal Toss","Mort glorieuse",,"散华","散華",,,"[攻撃:__CONDITION__]ATK+__POW__, When an opponent is constricted by the [Curse], damage dealt will be equal to the number of remaining rounds x1 constricted remains effective.|Constricts and drains health.","[攻撃:__CONDITION__]ATK+__POW__, lorsque votre adversaire subit [Malédiction], multipliez le nombre de tours de [Malédiction] restants par 1 dommage.|Vie entravée.",,"[攻撃:__CONDITION__]ATK+__POW__,当对战对手被上“咒缚”的时候,会受到“咒缚”的剩下回合数+1的伤害|缠上并夺去生命。","[攻撃:__CONDITION__]ATK+__POW__,當對戰對手被上「咒縛」的時候,會受到「咒縛」的剩下回合數+1的傷害|纏上並奪去生命。",,
1407,"大菽嵐",399,7,"special","cutinmon1011_00_skl03.swf","[攻撃:__CONDITION__]ATK+__POW__,相手が「呪縛」のとき、さらにATK+5|悪意で育てられた種子の乱舞","MS:W*4",,"Seed Wave","Tempête dévastatrice",,"大菽岚","大菽嵐",,,"[攻撃:__CONDITION__]ATK+__POW__, When an opponent is [Curse], increase damage by 5.|Dispersal of the deadly seeds.","[攻撃:__CONDITION__]ATK+__POW__, lorsque votre adversaire subit [Malédiction], ATK+5 en sus.|Graine élevée dans la haine.",,"[攻撃:__CONDITION__]ATK+__POW__,当对战对手被上“咒缚”的时候,ATK再+5|恶意孕育出的种子之乱舞。","[攻撃:__CONDITION__]ATK+__POW__,當對戰對手被上「咒縛」的時候,ATK再+5|惡意孕育出的種子之亂舞。",,
1408,"大菽嵐",399,9,"special","cutinmon1011_01_skl03.swf","[攻撃:__CONDITION__]ATK+__POW__,相手が「呪縛」のとき、さらにATK+5|悪意で育てられた種子の乱舞","MS:W*3",,"Seed Wave","Tempête dévastatrice",,"大菽岚","大菽嵐",,,"[攻撃:__CONDITION__]ATK+__POW__, When an opponent is [Curse], increase damage by 5.|Dispersal of the deadly seeds.","[攻撃:__CONDITION__]ATK+__POW__, lorsque votre adversaire subit [Malédiction], ATK+5 en sus.|Graine élevée dans la haine.",,"[攻撃:__CONDITION__]ATK+__POW__,当对战对手被上“咒缚”的时候,ATK再+5|恶意孕育出的种子之乱舞。","[攻撃:__CONDITION__]ATK+__POW__,當對戰對手被上「咒縛」的時候,ATK再+5|惡意孕育出的種子之亂舞。",,
1409,"大菽嵐",399,13,"special","cutinmon1011_02_skl03.swf","[攻撃:__CONDITION__]ATK+__POW__,相手が「呪縛」のとき、さらにATK+5|悪意で育てられた種子の乱舞","MS:W*2",,"Seed Wave","Tempête dévastatrice",,"大菽岚","大菽嵐",,,"[攻撃:__CONDITION__]ATK+__POW__, When an opponent is [Curse], increase damage by 5.|Dispersal of the deadly seeds.","[攻撃:__CONDITION__]ATK+__POW__, lorsque votre adversaire subit [Malédiction], ATK+5 en sus.|Graine élevée dans la haine. ",,"[攻撃:__CONDITION__]ATK+__POW__,当对战对手被上“咒缚”的时候,ATK再+5|恶意孕育出的种子之乱舞。","[攻撃:__CONDITION__]ATK+__POW__,當對戰對手被上「咒縛」的時候,ATK再+5|惡意孕育出的種子之亂舞。",,
1410,"Ｔ・スキャッター",400,1,,"cutinchara71_skl00.swf","[移動:__CONDITION__]発動時、デッキの上から7枚目までのどこかに__POW__枚ウイルスカードを仕込む|攻性ウィルスを戦場にばら撒く","LMS:E1+",,"Spread of Troy","T-Scatter",,"特洛伊扩散","特洛伊擴散",,,"[移動:__CONDITION__]When dealt, __POW__ virus cards will be randomly inserted to the first 7 cards of the deck.|Spreading deadly viruses to the battlefield.","[移動:__CONDITION__]Lors de son usage, vous glissez __POW__ cartes Virus dans la pioche, entre les sept premières cartes.|Vous éparpillez un virus agressif sur le champ de bataille. ",,"[移動:__CONDITION__]发动时，在牌组上前7张内随机放入__POW__张病毒卡|将攻击性的病毒扩散在战场上。","[移動:__CONDITION__]發動時，在牌組上前7張內隨機放入__POW__張病毒卡|將攻擊性的病毒擴散在戰場上。",,
1411,"Ｔ・スキャッター",400,1,,"cutinchara71_skl00.swf","[移動:__CONDITION__]発動時、デッキの上から7枚目までのどこかに__POW__枚ウイルスカードを仕込む|攻性ウィルスを戦場にばら撒く","LMS:E1+",,"Spread of Troy","T-Scatter",,"特洛伊扩散","特洛伊擴散",,,"[移動:__CONDITION__]When dealt, __POW__ virus cards will be randomly inserted to the first 7 cards of the deck.|Spreading deadly viruses to the battlefield.","[移動:__CONDITION__]Lors de son usage, vous glissez __POW__ cartes Virus dans la pioche, entre les sept premières cartes.|Vous éparpillez un virus agressif sur le champ de bataille. ",,"[移動:__CONDITION__]发动时，在牌组上前7张内随机放入__POW__张病毒卡|将攻击性的病毒扩散在战场上。","[移動:__CONDITION__]發動時，在牌組上前7張內隨機放入__POW__張病毒卡|將攻擊性的病毒擴散在戰場上。",,
1412,"ExT・スキャッター",400,2,,"cutinchara71_skl00ex.swf","[移動:__CONDITION__]発動時、デッキの上から7枚目までのどこかに__POW__枚ウイルスカードを仕込む|攻性ウィルスを戦場にばら撒く","LMS:E1+",,"Ex Spread of Troy","Ex T-Scatter",,"Ex特洛伊扩散","Ex特洛伊擴散",,,"[移動:__CONDITION__]When dealt, __POW__ virus cards will be randomly inserted to the first 7 cards of the deck |Spreading deadly viruses to the battlefield.","[移動:__CONDITION__]Lors de son usage, vous glissez __POW__ cartes Virus dans la pioche, entre les sept premières cartes.|Vous éparpillez un virus agressif sur le champ de bataille. ",,"[移動:__CONDITION__]发动时，在牌组上前7张内随机放入__POW__张病毒卡|将攻击性的病毒扩散在战场上。","[移動:__CONDITION__]發動時，在牌組上前7張內隨機放入__POW__張病毒卡|將攻擊性的病毒擴散在戰場上。",,
1413,"Ｔ・ウォール",401,4,,"cutinchara71_skl01.swf","[防御:__CONDITION__]DEF+__POW__,かつウイルスの所持枚数x6の防御力を加算する。ウイルスを1枚破棄|手駒による防御壁","LM:D3+",,"Wall of Troy","T-Wall",,"特洛伊防壁","特洛伊防壁",,,"[防御:__CONDITION__]DEF+__POW__, and increase defense by 5 times the number of virus cards. Abandon 1 virus card.|A defensive wall built by your men.","[防御:__CONDITION__]DEF+__POW__, Vous augmentez votre capacité de défense de nombre de cartes Virus x5. Vous détruisez une carte Virus.|Mur protecteur créé par vos pions.",,"[防御:__CONDITION__]DEF+__POW__,并且再加上所持病毒卡张数x6的防御力。丢弃1张病毒卡|由手下们所展开的防御壁。","[防御:__CONDITION__]DEF+__POW__,並且再加上所持病毒卡張數x6的防禦力。丟棄1張病毒卡|由手下們所展開的防禦壁。",,
1414,"Ｔ・ウォール",401,5,,"cutinchara71_skl01.swf","[防御:__CONDITION__]DEF+__POW__,かつウイルスの所持枚数x6の防御力を加算する。ウイルスを1枚破棄|手駒による防御壁","LM:D3+",,"Wall of Troy","T-Wall",,"特洛伊防壁","特洛伊防壁",,,"[防御:__CONDITION__]DEF+__POW__, and increase defense by 5 times the number of virus cards. Abandon 1 virus card.|A defensive wall built by your men.","[防御:__CONDITION__]DEF+__POW__, Vous augmentez votre capacité de défense de nombre de cartes Virus x5. Vous détruisez une carte Virus.|Mur protecteur créé par vos pions.",,"[防御:__CONDITION__]DEF+__POW__,并且再加上所持病毒卡张数x6的防御力。丢弃1张病毒卡|由手下们所展开的防御壁。","[防御:__CONDITION__]DEF+__POW__,並且再加上所持病毒卡張數x6的防禦力。丟棄1張病毒卡|由手下們所展開的防禦壁。",,
1415,"ExＴ・ウォール",401,6,,"cutinchara71_skl01ex.swf","[防御:__CONDITION__]DEF+__POW__,かつウイルスの所持枚数x6の防御力を加算する。ウイルスを1枚破棄|手駒による防御壁","LM:D3+",,"Ex Wall of Troy","Ex T-Wall",,"Ex特洛伊防壁","Ex特洛伊防壁",,,"[防御:__CONDITION__]DEF+__POW__, and increase defense by 5 times the number of virus cards. Abandon 1 virus card.|A defensive wall built by your men.","[防御:__CONDITION__]DEF+__POW__, Vous augmentez votre capacité de défense de nombre de cartes Virus x5. Vous détruisez une carte Virus.|Mur protecteur créé par vos pions.",,"[防御:__CONDITION__]DEF+__POW__,并且再加上所持病毒卡张数x6的防御力。丢弃1张病毒卡|由手下们所展开的防御壁。","[防御:__CONDITION__]DEF+__POW__,並且再加上所持病毒卡張數x6的防禦力。丟棄1張病毒卡|由手下們所展開的防禦壁。",,
1416,"マジストラ",402,5,"special","cutinchara71_skl02.swf","[攻撃:__CONDITION__]ATK+__POW__,かつウイルスの所持枚数x2の追加ダメージを付与する。ウイルスを1枚破棄|襲い来る駒たち","LM:A3+",,"Marcus","Magistrat",,"玛基斯托","瑪基斯托",,,"[攻撃:__CONDITION__]ATK+__POW__, and add damage by 2 times the number of virus cards. Abandon 1 virus card.|A wave of attacking men.","[攻撃:__CONDITION__]ATK+__POW__, Vous transformez le nombre de cartes Virus x2 en dommages supplémentaires. Vous détruisez une carte Virus.|Attaque de pions.",,"[攻撃:__CONDITION__]ATK+__POW__,并且再加上所持病毒卡张数x2的追加伤害。丢弃1张病毒卡|袭击而来的手下们。","[攻撃:__CONDITION__]ATK+__POW__,並且再加上所持病毒卡張數x2的追加傷害。丟棄1張病毒卡|襲擊而來的手下們。",,
1417,"マジストラ",402,6,"special","cutinchara71_skl02.swf","[攻撃:__CONDITION__]ATK+__POW__,かつウイルスの所持枚数x2の追加ダメージを付与する。ウイルスを1枚破棄|襲い来る駒たち","LM:A3+",,"Marcus","Magistrat",,"玛基斯托","瑪基斯托",,,"[攻撃:__CONDITION__]ATK+__POW__, and add damage by 2 times the number of virus cards. Abandon 1 virus card.|A wave of attacking men.","[攻撃:__CONDITION__]ATK+__POW__, Vous transformez le nombre de cartes Virus x2 en dommages supplémentaires. Vous détruisez une carte Virus.|Attaque de pions.",,"[攻撃:__CONDITION__]ATK+__POW__,并且再加上所持病毒卡张数x2的追加伤害。丢弃1张病毒卡|袭击而来的手下们。","[攻撃:__CONDITION__]ATK+__POW__,並且再加上所持病毒卡張數x2的追加傷害。丟棄1張病毒卡|襲擊而來的手下們。",,
1418,"Exマジストラ",402,7,"special","cutinchara71_skl02ex.swf","[攻撃:__CONDITION__]ATK+__POW__,かつウイルスの所持枚数x2の追加ダメージを付与する。ウイルスを1枚破棄|襲い来る駒たち","LM:A3+",,"Ex Marcus","ExMagistrat",,"Ex玛基斯托","Ex瑪基斯托",,,"[攻撃:__CONDITION__]ATK+__POW__, and add damage by 2 times the number of virus cards. Abandon 1 virus card.|A wave of attacking men.","[攻撃:__CONDITION__]ATK+__POW__, Vous transformez le nombre de cartes Virus x2 en dommages supplémentaires. Vous détruisez une carte Virus.|Attaque de pions.",,"[攻撃:__CONDITION__]ATK+__POW__,并且再加上所持病毒卡张数x2的追加伤害。丢弃1张病毒卡|袭击而来的手下们。","[攻撃:__CONDITION__]ATK+__POW__,並且再加上所持病毒卡張數x2的追加傷害。丟棄1張病毒卡|襲擊而來的手下們。",,
1419,"ハイブリス",403,3,"special","cutinchara71_skl03.swf","[攻撃:__CONDITION__]相手と自分の所持しているウィルスカードを__POW__倍(MAX15枚)にする|増殖する死","L:S3+",,"Hyperlius","Hybris",,"海普利斯","海普利斯",,,"[攻撃:__CONDITION__]Increase the number of virus cards you and your opponent has by __POW__ times (max. 15 cards).|Creeping death.","[攻撃:__CONDITION__]Vous multipliez le nombre de cartes Virus que votre adversaire et vous-même possédez par __POW__(MAX 15 cartes).|Propagation mortelle.",,"[攻撃:__CONDITION__]将对手跟自己手牌中的所有病毒卡数量变成__POW__倍(MAX15枚)|增生的死亡。","[攻撃:__CONDITION__]將對手跟自己手牌中的所有病毒卡數量變成__POW__倍(MAX15枚)|增生的死亡。",,
1420,"ハイブリス",403,3,"special","cutinchara71_skl03.swf","[攻撃:__CONDITION__]相手と自分の所持しているウィルスカードを__POW__倍(MAX15枚)にする|増殖する死","LM:S3+",,"Hyperlius","Hybris",,"海普利斯","海普利斯",,,"[攻撃:__CONDITION__]Increase the number of virus cards you and your opponent has by __POW__ times (max. 15 cards).|Creeping death.","[攻撃:__CONDITION__]Vous multipliez le nombre de cartes Virus que votre adversaire et vous-même possédez par __POW__(MAX 15 cartes).|Propagation mortelle.",,"[攻撃:__CONDITION__]将对手跟自己手牌中的所有病毒卡数量变成__POW__倍(MAX15枚)|增生的死亡。","[攻撃:__CONDITION__]將對手跟自己手牌中的所有病毒卡數量變成__POW__倍(MAX15枚)|增生的死亡。",,
1421,"Exハイブリス",403,5,"special","cutinchara71_skl03ex.swf","[攻撃:__CONDITION__]相手と自分の所持しているウィルスカードを__POW__倍(MAX15枚)にする|増殖する死","LM:S2+",,"Ex Hyperlius","Ex Hybris",,"Ex海普利斯","Ex海普利斯",,,"[攻撃:__CONDITION__]Increase the number of virus cards you and your opponent has by __POW__ times (max. 15 cards).|Creeping death.","[攻撃:__CONDITION__]Vous multipliez le nombre de cartes Virus que votre adversaire et vous-même possédez par __POW__(MAX 15 cartes).|Propagation mortelle.",,"[攻撃:__CONDITION__]将对手跟自己手牌中的所有病毒卡数量变成__POW__倍(MAX15枚)|增生的死亡。","[攻撃:__CONDITION__]將對手跟自己手牌中的所有病毒卡數量變成__POW__倍(MAX15枚)|增生的死亡。",,
1422,"翻る剣舞",404,0,,"cutinchara72_skl00.swf","[移動:__CONDITION__]自身と相手の移動力を入れ替える|剣舞による翻弄","LM:D1=",,"The Flinging Sword Dance","Lame Volatile",,"飘扬的剑舞","飄揚的劍舞",,,"[移動:__CONDITION__]Your mobility and that of your opponent will be swapped.|Disrupting your foe with a sword dance.","[移動:__CONDITION__]Votre capacité à vous déplacer et celle de votre adversaire sont échangées.|Jeu de lames.",,"[移動:__CONDITION__]将自身跟对手的移动力互换|以剑舞玩弄对手。","[移動:__CONDITION__]將自身跟對手的移動力互換|以劍舞玩弄對手。",,
1423,"翻る剣舞",404,1,,"cutinchara72_skl00.swf","[移動:__CONDITION__]自身と相手の移動力を入れ替える|剣舞による翻弄","LMS:D1=",,"The Flinging Sword Dance","Lame Volatile",,"飘扬的剑舞","飄揚的劍舞",,,"[移動:__CONDITION__]Your mobility and that of your opponent will be swapped.|Disrupting your foe with a sword dance.","[移動:__CONDITION__]Votre capacité à vous déplacer et celle de votre adversaire sont échangées.|Jeu de lames.",,"[移動:__CONDITION__]将自身跟对手的移动力互换|以剑舞玩弄对手。","[移動:__CONDITION__]將自身跟對手的移動力互換|以劍舞玩弄對手。",,
1424,"Ex翻る剣舞",404,2,,"cutinchara72_skl00ex.swf","[移動:__CONDITION__]自身と相手の移動力を入れ替える|剣舞による翻弄","LMS:D1=",,"The Flinging Sword Dance","ExLame Volatile",,"Ex飘扬的剑舞","Ex飄揚的劍舞",,,"[移動:__CONDITION__]Your mobility and that of your opponent will be swapped.|Disrupting your foe with a sword dance.","[移動:__CONDITION__]Votre capacité à vous déplacer et celle de votre adversaire sont échangées.|Jeu de lames.",,"[移動:__CONDITION__]将自身跟对手的移动力互换|以剑舞玩弄对手。","[移動:__CONDITION__]將自身跟對手的移動力互換|以劍舞玩弄對手。",,
1425,"勇猛の儀",405,4,"physical","cutinchara72_skl01.swf","[攻撃:__CONDITION__]ATK+__POW__ + 手札の枚数差×2|精神を研ぎ澄ませ、次の攻撃に備える","S:S4+",,"Ceremony of the Brave","Cérémonie du Courage",,"勇猛的仪式","勇猛的儀式",,,"[攻撃:__CONDITION__]ATK+__POW__ + Difference in the number of cards x 2|Focus yourself for the next strike.","[攻撃:__CONDITION__]ATK+__POW__ + différence du nombre de vos cartes x2.|Vous préparez votre prochaine attaque en aiguisant vos sens.",,"[攻撃:__CONDITION__]ATK+__POW__ + 手牌张数差×2|集中精神，准备下一次的攻击。","[攻撃:__CONDITION__]ATK+__POW__ + 手牌張數差×2|集中精神，準備下一次的攻擊。",,
1426,"勇猛の儀",405,5,"physical","cutinchara72_skl01.swf","[攻撃:__CONDITION__]ATK+__POW__ + 手札の枚数差×2|精神を研ぎ澄ませ、次の攻撃に備える","MS:S4+",,"Ceremony of the Brave","Cérémonie du Courage",,"勇猛的仪式","勇猛的儀式",,,"[攻撃:__CONDITION__]ATK+__POW__ + Difference in the number of cards x 2|Focus yourself for the next strike.","[攻撃:__CONDITION__]ATK+__POW__ + différence du nombre de vos cartes x2.|Vous préparez votre prochaine attaque en aiguisant vos sens.",,"[攻撃:__CONDITION__]ATK+__POW__ + 手牌张数差×2|集中精神，准备下一次的攻击。","[攻撃:__CONDITION__]ATK+__POW__ + 手牌張數差×2|集中精神，準備下一次的攻擊。",,
1427,"Ex勇猛の儀",405,7,"physical","cutinchara72_skl01ex.swf","[攻撃:__CONDITION__]ATK+__POW__ + 手札の枚数差×2|精神を研ぎ澄ませ、次の攻撃に備える","MS:S4+",,"Ex Ceremony of the Brave","ExCérémonie du Courage",,"Ex勇猛的仪式","Ex勇猛的儀式",,,"[攻撃:__CONDITION__]ATK+__POW__ + Difference in the number of cards x 2|Focus yourself for the next strike.","[攻撃:__CONDITION__]ATK+__POW__ + différence du nombre de vos cartes x2.|Vous préparez votre prochaine attaque en aiguisant vos sens.",,"[攻撃:__CONDITION__]ATK+__POW__ + 手牌张数差×2|集中精神，准备下一次的攻击。","[攻撃:__CONDITION__]ATK+__POW__ + 手牌張數差×2|集中精神，準備下一次的攻擊。",,
1428,"狩猟豹の剣",406,0,"physical","cutinchara72_skl02.swf","[攻撃:__CONDITION__]ATK+ドロップ枚数, 相手のドロップ枚数を2枚以上上回ったとき、ダイスを2回振る|目にも留まらぬほどの鋭い剣技","S:S4+,E2+",,"Sword of the Cheetah","Épée du Guépard",,"猎豹之剑","獵豹之劍",,,"[攻撃:__CONDITION__]ATK+ number of cards dealt. When you have 2 or more cards than your opponent, roll the dice twice.|A lightning fast mastery of a sword.","[攻撃:__CONDITION__]ATK+ nombres de cartes jetées. Lorsque le nombre de cartes jetées est le double de celui de votre adversaire, jetez les dés 2 fois.|Mouvements de lame si rapides qu'ils sont invisibles à l'œil nu.",,"[攻撃:__CONDITION__]ATK+出牌张数，出牌张数比对手多2张以上时，丢2次骰子|快到看不清楚的敏锐剑技。","[攻撃:__CONDITION__]ATK+出牌張數，出牌張數比對手多2張以上時，丟2次骰子|快到看不清楚的敏銳劍技。",,
1429,"狩猟豹の剣",406,0,"physical","cutinchara72_skl02.swf","[攻撃:__CONDITION__]ATK+ドロップ枚数, 相手のドロップ枚数を2枚以上上回ったとき、ダイスを2回振る|目にも留まらぬほどの鋭い剣技","S:S3+,E2+",,"Sword of the Cheetah","Épée du Guépard",,"猎豹之剑","獵豹之劍",,,"[攻撃:__CONDITION__]ATK+ number of cards dealt. When you have 2 or more cards than your opponent, roll the dice twice.|A lightning fast mastery of a sword.","[攻撃:__CONDITION__]ATK+ nombres de cartes jetées. Lorsque le nombre de cartes jetées est le double de celui de votre adversaire, jetez les dés 2 fois.|Mouvements de lame si rapides qu'ils sont invisibles à l'œil nu.",,"[攻撃:__CONDITION__]ATK+出牌张数，出牌张数比对手多2张以上时，丢2次骰子|快到看不清楚的敏锐剑技。","[攻撃:__CONDITION__]ATK+出牌張數，出牌張數比對手多2張以上時，丟2次骰子|快到看不清楚的敏銳劍技。",,
1430,"Ex狩猟豹の剣",406,5,"physical","cutinchara72_skl02ex.swf","[攻撃:__CONDITION__]ATK+ドロップ枚数, 相手のドロップ枚数を3枚以上上回ったとき、ダイスを3回振る|目にも留まらぬほどの鋭い剣技","S:S3+,E2+",,"Ex Sword of the Cheetah","ExÉpée du Guépard",,"Ex猎豹之剑","Ex獵豹之劍",,,"[攻撃:__CONDITION__]ATK+ number of cards dealt. When you have 3 or more cards than your opponent, roll the dice twice.|A lightning fast mastery of a sword.","[攻撃:__CONDITION__]ATK+ nombres de cartes jetées. Lorsque le nombre de cartes jetées est le triple de celui de votre adversaire, jetez les dés 3 fois.|Mouvements de lame si rapides qu'ils sont invisibles à l'œil nu.",,"[攻撃:__CONDITION__]ATK+出牌张数，出牌张数比对手多3张以上时，丢3次骰子|快到看不清楚的敏锐剑技。","[攻撃:__CONDITION__]ATK+出牌張數，出牌張數比對手多3張以上時，丟3次骰子|快到看不清楚的敏銳劍技。",,
1431,"探りの一手",407,7,,"cutinchara72_skl03.swf","[防御:__CONDITION__]DEF+__POW__, 自身の手札を相手に3枚渡す|相手に尖兵を送り込み様子を探る","MS:A3+,D1+",,"First Step to Scouting","Recherche",,"试探的一步","試探的一步",,,"[防御:__CONDITION__]DEF+__POW__, Give 3 of your cards to the opponent.|Send your best troops on a scouting mission.","[防御:__CONDITION__]DEF+__POW__, vous donnez 3 de vos cartes à votre adversaire.|Vous envoyez des éclaireurs observer votre adversaire.",,"[防御:__CONDITION__]DEF+__POW__, 将自己的3张手牌送给对手|将精锐兵送去探查敌情。","[防御:__CONDITION__]DEF+__POW__, 將自己的3張手牌送給對手|將精銳兵送去探查敵情。",,
1432,"探りの一手",407,7,,"cutinchara72_skl03.swf","[防御:__CONDITION__]DEF+__POW__, 自身の手札を相手に3枚渡す|相手に尖兵を送り込み様子を探る","MS:A3+,D1+",,"First Step to Scouting","Recherche",,"试探的一步","試探的一步",,,"[防御:__CONDITION__]DEF+__POW__, Give 3 of your cards to the opponent.|Send your best troops on a scouting mission.","[防御:__CONDITION__]DEF+__POW__, vous donnez 3 de vos cartes à votre adversaire.|Vous envoyez des éclaireurs observer votre adversaire.",,"[防御:__CONDITION__]DEF+__POW__, 将自己的3张手牌送给对手|将精锐兵送去探查敌情。","[防御:__CONDITION__]DEF+__POW__, 將自己的3張手牌送給對手|將精銳兵送去探查敵情。",,
1433,"Ex探りの一手",407,15,,"cutinchara72_skl03ex.swf","[防御:__CONDITION__]DEF+__POW__, 自身の手札を相手に3枚渡す|相手に尖兵を送り込み様子を探る","MS:A3+,D1+",,"Ex First Step to Scouting","ExRecherche",,"Ex试探的一步","Ex試探的一步",,,"[防御:__CONDITION__]DEF+__POW__, Give 3 of your cards to the opponent.|Send your best troops on a scouting mission.","[防御:__CONDITION__]DEF+__POW__, vous donnez 3 de vos cartes à votre adversaire.|Vous envoyez des éclaireurs observer votre adversaire.",,"[防御:__CONDITION__]DEF+__POW__, 将自己的3张手牌送给对手|将精锐兵送去探查敌情。","[防御:__CONDITION__]DEF+__POW__, 將自己的3張手牌送給對手|將精銳兵送去探查敵情。",,
1434,"バッシュ",1,5,"physical","cutinmon079_00_skl00.swf","[攻撃:__CONDITION__]ATK+__POW__|強烈な打撃。","S:S1*2","2010-09-20 08:02:20 UTC","Bash","Coup","배쉬","猛击","猛擊","Bash","Bash","[攻撃:__CONDITION__]ATK+__POW__. |A direct strength driven attack.","[攻撃:__CONDITION__]ATK + __POW__|Attaque puissante.","[攻撃:__CONDITION__]ATK+__POW__ |강렬한 타격을 입힌다. ","[攻撃:__CONDITION__]ATK+__POW__|猛烈的打击。","[攻撃:__CONDITION__]ATK+__POW__|猛烈的打擊。","[攻撃:__CONDITION__]ATK+__POW__. Serangan kuat.","[攻撃:__CONDITION__]ATK+__POW__|การฟาดอย่างรุนแรง"
1435,"バッシュ",1,6,"physical","cutinmon079_00_skl00.swf","[攻撃:__CONDITION__]ATK+__POW__|強烈な打撃。","S:S1*2","2010-09-20 08:02:20 UTC","Bash","Coup","배쉬","猛击","猛擊","Bash","Bash","[攻撃:__CONDITION__]ATK+__POW__. |A direct strength driven attack.","[攻撃:__CONDITION__]ATK + __POW__|Attaque puissante.","[攻撃:__CONDITION__]ATK+__POW__ |강렬한 타격을 입힌다. ","[攻撃:__CONDITION__]ATK+__POW__|猛烈的打击。","[攻撃:__CONDITION__]ATK+__POW__|猛烈的打擊。","[攻撃:__CONDITION__]ATK+__POW__. Serangan kuat.","[攻撃:__CONDITION__]ATK+__POW__|การฟาดอย่างรุนแรง"
