"id","u_type","u_value","b_type","b_value","event_no","caption","image","created_at","caption_kr"
1694,1,4,5,2,0,"このカードは剣4・特殊2として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검4]or[특수2]의 효과가 있습니다."
1695,1,4,5,2,0,"このカードは剣4・特殊2として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검4]or[특수2]의 효과가 있습니다."
1696,1,4,5,2,0,"このカードは剣4・特殊2として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검4]or[특수2]의 효과가 있습니다."
1697,1,4,5,2,0,"このカードは剣4・特殊2として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검4]or[특수2]의 효과가 있습니다."
1698,1,4,5,2,0,"このカードは剣4・特殊2として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검4]or[특수2]의 효과가 있습니다."
1699,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1700,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1701,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1702,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1703,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1704,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1705,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1706,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1707,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1708,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1709,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1710,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1711,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1712,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1713,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1714,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1715,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1716,1,5,5,3,0,"このカードは剣5・特殊3として扱う","card_ev_153.swf","2010-06-24 05:44:30 UTC","이 카드는 [검5]or[특수3]의 효과가 있습니다."
1717,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1718,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1719,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1720,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1721,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1722,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1723,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1724,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1725,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1726,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1727,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1728,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1729,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1730,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1731,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1732,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1733,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1734,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1735,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1736,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1737,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1738,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1739,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1740,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1741,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1742,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1743,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1744,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1745,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1746,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1747,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1748,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1749,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1750,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1751,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1752,2,3,4,1,0,"このカードは銃3・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[이동1]의 효과가 있습니다."
1753,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1754,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1755,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1756,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1757,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1758,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1759,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1760,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1761,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1762,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1763,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1764,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1765,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1766,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1767,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1768,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1769,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1770,2,4,4,1,0,"このカードは銃4・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[이동1]의 효과가 있습니다."
1771,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1772,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1773,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1774,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1775,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1776,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1777,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1778,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1779,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1780,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1781,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1782,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1783,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1784,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1785,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1786,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1787,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1788,2,5,4,1,0,"このカードは銃5・移動1として扱う","card_ev_156.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[이동1]의 효과가 있습니다."
1789,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1790,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1791,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1792,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1793,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1794,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1795,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1796,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1797,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1798,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1799,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1800,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1801,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1802,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1803,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1804,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1805,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1806,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1807,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1808,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1809,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1810,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1811,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1812,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1813,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1814,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1815,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1816,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1817,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1818,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1819,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1820,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1821,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1822,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1823,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1824,2,3,3,1,0,"このカードは銃3・盾1として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총3]or[방어1]의 효과가 있습니다."
1825,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1826,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1827,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1828,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1829,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1830,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1831,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1832,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1833,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1834,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1835,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1836,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1837,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1838,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1839,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1840,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1841,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1842,2,4,3,2,0,"このカードは銃4・盾2として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총4]or[방어2]의 효과가 있습니다."
1843,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
1844,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
1845,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
1846,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
1847,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
1848,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
1849,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
1850,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
1851,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
1852,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
1853,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
1854,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
1855,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
1856,2,5,3,3,0,"このカードは銃5・盾3として扱う","card_ev_157.swf","2010-06-24 05:44:30 UTC","이 카드는 [총5]or[방어3]의 효과가 있습니다."
