"id","kind","cond","items","prerequisite","exclusion","loop","caption","success_cond","explanation","event_start_at","event_end_at","caption_kr","explanation_kr"
390,4,390,"4/286/1+1/10010/1+3/27/1",389,,0,"ドールアイ（金）を15個獲得する",15,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（금색）을 15개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
391,4,391,"4/288/1+1/10009/2+1/10010/2+3/27/1",390,,0,"ドールアイ（金）を30個獲得する",30,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（금색）을 30개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
392,4,392,"2/78/1+1/10012/1+3/37/1",391,,0,"ドールアイ（金）を50個獲得する",50,"レコード達成に必要なアイテム数は累計値です。","2013-09-18 04:00:00 UTC","2013-10-02 04:00:00 UTC","인형의 눈（금색）을 50개 획득하기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
393,4,393,"2/171/1/0",0,,0,"Lv3ヴィルヘルムを入手する",473,,"2013-10-02 04:00:00 UTC","2013-10-16 04:00:00 UTC","3레벨의 [빌헬름] 획득하기!",
394,4,394,"2/174/1/0",0,,0,"Lv3メリーを入手する",483,,"2013-10-30 04:00:00 UTC","2013-11-13 04:00:00 UTC","3레벨의 [메리] 획득하기!",
395,4,395,"4/309/1+1/10006/1/0",0,,0,"A中隊のタグを5個集める",5,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","A중대의 태그를 [5개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
396,4,396,"4/308/1+1/10007/1/0",395,,0,"A中隊のタグを15個集める",15,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","A중대의 태그를 [15개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
397,4,397,"4/307/1+1/10008/1/0",396,,0,"A中隊のタグを30個集める",30,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","A중대의 태그를 [30개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
398,4,398,"2/48/1/0+1/10009/1/0",397,,0,"A中隊のタグを50個集める",50,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","A중대의 태그를 [50개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
399,4,399,"4/306/1+1/10006/1/0",0,,0,"F中隊のタグを5個集める",5,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","F중대의 태그를 [5개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
400,4,400,"4/305/1+1/10007/1/0",399,,0,"F中隊のタグを15個集める",15,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","F중대의 태그를 [15개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
401,4,401,"4/304/1+1/10008/1/0",400,,0,"F中隊のタグを30個集める",30,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","F중대의 태그를 [30개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
402,4,402,"2/39/1/0+1/10009/1/0",401,,0,"F中隊のタグを50個集める",50,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","F중대의 태그를 [50개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
403,4,403,"4/192/1+1/10006/1/0",0,,0,"D中隊のタグを5個集める",5,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","D중대의 태그를 [5개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
404,4,404,"4/193/1+1/10007/1/0",403,,0,"D中隊のタグを15個集める",15,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","D중대의 태그를 [15개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
405,4,405,"4/194/1+1/10008/1/0",404,,0,"D中隊のタグを30個集める",30,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","D중대의 태그를 [30개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
406,4,406,"2/63/1/0+1/10009/1/0",405,,0,"D中隊のタグを50個集める",50,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","D중대의 태그를 [50개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
407,4,407,"4/195/1+1/10006/1/0",0,,0,"E中隊のタグを5個集める",5,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","E중대의 태그를 [5개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
408,4,408,"4/196/1+1/10007/1/0",407,,0,"E中隊のタグを15個集める",15,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","E중대의 태그를 [15개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
409,4,409,"4/197/1+1/10008/1/0",408,,0,"E中隊のタグを30個集める",30,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","E중대의 태그를 [30개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
410,4,410,"2/96/1/0+1/10009/1/0",409,,0,"E中隊のタグを50個集める",50,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","E중대의 태그를 [50개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
411,4,411,"3/3/1/0",0,,0,"タグを15個集める",15,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","태그를 [15개] 모으기","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
412,4,412,"3/3/1/0",411,,0,"タグを30個集める",30,"レコード達成に必要なアイテム数は累計値です。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","태그를 [30개] 모으기 ","레코드 달성에 필요한 아이템 수는 합계 수치입니다."
413,4,413,"2/66/1/0",412,,0,"指定の武器を2種類集める",0,"スリースターズ・アーティオブレジメント・ナイトブリンガー・黒耀刀のうち、2種類を取得する。","2013-11-20 04:00:00 UTC","2013-12-04 04:00:00 UTC","지정 무기를 2개 모으기","파괴의 장총,레지멘트의 유물,빛의 성검,흑요도 중 2개를 획득한다."
414,4,414,"3/6/1/0",0,,0,"3vs3デュエルを10回行う",10,"「鬼武者Soul」とのコラボレーション用レコード。ブラウザのリロードを行う事で最新の値が反映されます。※ニコニコアプリ版以外では使用しない","2023-11-12 06:00:00 UTC","2023-12-02 02:59:00 UTC","3vs3듀얼을 [10회] 실시하기!"," [귀무자Soul] 콜라보레이션용 레코드."
